number,value,datetime_start,datetime_complete,duration,params_depth,params_iterations,params_k_features,params_l2_leaf_reg,params_learning_rate,params_random_strength,user_attrs_rmse_cv_std,state
127,0.31174220826858223,2026-06-20 00:51:26.513063,2026-06-20 00:51:32.827366,0 days 00:00:06.314303,7,655,84,0.006583891926455258,0.008733798756689554,0.002224911384466504,0.010479937138233524,COMPLETE
128,0.31429407389660796,2026-06-20 00:51:32.827555,2026-06-20 00:51:34.341550,0 days 00:00:01.513995,3,637,83,0.004960705122437031,0.008661808996965243,0.0018938410876848505,0.010079133711178103,COMPLETE
129,0.3141559915674308,2026-06-20 00:51:34.341693,2026-06-20 00:52:15.064153,0 days 00:00:40.722460,10,660,86,0.0030805877477299856,0.00998990685646511,0.0013953969969648337,0.010181328382950413,COMPLETE
130,0.3117992967370778,2026-06-20 00:52:15.064392,2026-06-20 00:52:19.287385,0 days 00:00:04.222993,6,608,85,0.006059621317510048,0.007382033684388193,0.002161260109119742,0.010681465892748933,COMPLETE
131,0.312478590899051,2026-06-20 00:52:19.287579,2026-06-20 00:52:26.265328,0 days 00:00:06.977749,7,687,91,0.007295658088614538,0.011554572539937854,0.0017362245937437859,0.010080613526890957,COMPLETE
132,0.31158074283938786,2026-06-20 00:52:26.265525,2026-06-20 00:52:32.624538,0 days 00:00:06.359013,7,627,98,0.0020957848660802933,0.009194638939921614,0.0027830356351121934,0.009895215419418768,COMPLETE
133,0.31204388749569123,2026-06-20 00:52:32.624729,2026-06-20 00:52:38.760630,0 days 00:00:06.135901,7,626,89,0.0023617966462581037,0.009176931433929385,0.0011411076984298388,0.010335808446301964,COMPLETE
134,0.31206748299098247,2026-06-20 00:52:38.760818,2026-06-20 00:52:45.070353,0 days 00:00:06.309535,7,655,93,0.0011947082350837004,0.008346184021380166,0.0024840209207375747,0.00965672940525835,COMPLETE
135,0.3125081990141015,2026-06-20 00:52:45.070543,2026-06-20 00:52:50.335444,0 days 00:00:05.264901,7,547,97,0.008537578258312254,0.009909207093511839,0.001433248030546978,0.010053565315131975,COMPLETE
136,0.3115475144291748,2026-06-20 00:52:50.335638,2026-06-20 00:52:55.851517,0 days 00:00:05.515879,7,575,87,0.0019107729622974948,0.008348419739383082,0.001968524202707863,0.010136465061450486,COMPLETE
137,0.312841114548061,2026-06-20 00:52:55.851712,2026-06-20 00:53:00.920826,0 days 00:00:05.069114,7,529,87,0.0020073363959653805,0.006463989023273003,0.0010289373379763626,0.010659962334508102,COMPLETE
138,0.3124826120177279,2026-06-20 00:53:00.920994,2026-06-20 00:53:08.718368,0 days 00:00:07.797374,8,470,91,0.003968746454095472,0.007799693843683216,0.00275668002480435,0.009857924218722634,COMPLETE
139,0.31200149054150905,2026-06-20 00:53:08.718566,2026-06-20 00:53:12.411990,0 days 00:00:03.693424,6,611,94,0.002688690403336379,0.009144746611991604,0.0017450600674757976,0.010044423124608825,COMPLETE
140,0.3122768225906894,2026-06-20 00:53:12.412166,2026-06-20 00:53:17.257252,0 days 00:00:04.845086,7,506,98,0.0017002456158408783,0.008199814166293874,0.0013142081063919067,0.01015215120455392,COMPLETE
141,0.31193671703049486,2026-06-20 00:53:17.257421,2026-06-20 00:53:22.850650,0 days 00:00:05.593229,7,589,89,0.0013813812039211895,0.008841919691597254,0.0021065205625699045,0.00962940159762682,COMPLETE
142,0.3110451468347191,2026-06-20 00:53:22.850825,2026-06-20 00:53:28.295084,0 days 00:00:05.444259,7,565,84,0.00445632682611753,0.010245430633891097,0.0020933209293290973,0.010076263199076726,COMPLETE
143,0.31190065636075115,2026-06-20 00:53:28.295311,2026-06-20 00:53:33.904721,0 days 00:00:05.609410,7,575,92,0.15599542893828924,0.010237172220844633,0.0016533045516584986,0.009851950178314056,COMPLETE
144,0.31186910749300434,2026-06-20 00:53:33.904912,2026-06-20 00:53:39.318215,0 days 00:00:05.413303,7,559,82,0.003234512632451103,0.012014587264683504,0.0029646665682387953,0.009822723959718985,COMPLETE
145,0.31144397804938173,2026-06-20 00:53:39.318405,2026-06-20 00:53:45.082543,0 days 00:00:05.764138,7,598,87,0.0045427939390862105,0.009554701858880932,0.004445306167895816,0.010173579425013539,COMPLETE
146,0.3121900637445608,2026-06-20 00:53:45.082730,2026-06-20 00:53:50.838595,0 days 00:00:05.755865,7,596,87,0.0021791233869482077,0.006916699069286772,0.001255276832569582,0.010564409285423473,COMPLETE
147,0.3115407984028823,2026-06-20 00:53:50.838791,2026-06-20 00:53:56.409227,0 days 00:00:05.570436,7,574,48,0.004453029442819287,0.009521353774914873,0.004331870486822367,0.00943817053874207,COMPLETE
148,0.31186030023170197,2026-06-20 00:53:56.409425,2026-06-20 00:53:59.819563,0 days 00:00:03.410138,6,558,53,0.004520542909401617,0.009686402958999378,0.004349167480466549,0.01093379776078538,COMPLETE
149,0.31242271887502854,2026-06-20 00:53:59.819739,2026-06-20 00:54:05.447139,0 days 00:00:05.627400,7,579,34,0.005068375653815027,0.007515724121239047,0.0018957520917181564,0.010381666999853567,COMPLETE
