NU_ANO_CENSO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;QT_MAT_INF_CRE;QT_MAT_INF_CRE_INT;QT_MAT_BAS_0_3;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_ESCOLAS;QT_ESC_FEDERAL;QT_ESC_ESTADUAL;QT_ESC_MUNICIPAL;QT_ESC_PRIVADA;QT_ESC_PUBLICA;QT_ESC_URBANA;QT_ESC_RURAL;POP_TOTAL;POP_0_4;RENDA_MEDIA_RESPONSAVEL;RENDA_MEDIANA_RESPONSAVEL;PIB;TOTAL_HOMENS;HOMENS_OCUPADOS;TOTAL_MULHERES;MULHERES_OCUPADAS;MULHERES_FILHOS_12_19;MULHERES_FILHOS_TOTAL;DOMICILIOS_TOTAL;DOM_SEM_CONJUGE_TOTAL;DOM_SEM_CONJUGE_HOMEM;DOM_SEM_CONJUGE_MULHER;IDH_PROP_POBREZA;IDH_PROP_POBREZA_CRIANCAS;IDH_PROP_VULNER_POBREZA;IDH_GINI;IDH_RENDA_PC;IDH_EXPECT_ANOS_ESTUDO;IDH_TAXA_FREQ_0_3;IDH_RAZAO_DEPENDENCIA;PERC_RENDA_TRABALHO;PERC_RENDA_OUTRAS_FONTES
2018;2910107;Dom Basílio;BA;95.0;0.0;91.0;704.0;26.0;1254.0;1.0;1.0;29;0;1;28;0;29;4;25;12155.0;672.0;1298.17;1212.0;110972000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2019;2910107;Dom Basílio;BA;132.0;0.0;109.0;875.0;17.0;1111.0;2.0;0.0;24;0;1;23;0;24;4;20;12199.0;672.0;1298.17;1212.0;117747000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2020;2910107;Dom Basílio;BA;141.0;0.0;126.0;1008.0;18.0;915.0;3.0;0.0;24;0;1;23;0;24;4;20;12240.0;672.0;1298.17;1212.0;130109000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2021;2910107;Dom Basílio;BA;225.0;0.0;203.0;1194.0;15.0;824.0;2.0;0.0;24;0;1;23;0;24;4;20;12281.0;672.0;1298.17;1212.0;142114000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2022;2910107;Dom Basílio;BA;193.0;3.0;172.0;1222.0;18.0;708.0;1.0;0.0;24;0;1;23;0;24;4;20;11884.0;672.0;1298.17;1212.0;157647000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2023;2910107;Dom Basílio;BA;202.0;4.0;182.0;1360.0;35.0;635.0;4.0;1.0;24;0;1;23;0;24;4;20;11884.0;672.0;1298.17;1212.0;177243000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2024;2910107;Dom Basílio;BA;181.0;59.0;161.0;1377.0;50.0;858.0;8.0;1.0;24;0;1;23;0;24;4;20;12309.0;672.0;1298.17;1212.0;177243000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2025;2910107;Dom Basílio;BA;161.0;100.0;138.0;1322.0;36.0;858.0;4.0;1.0;11;0;1;10;0;11;4;7;12329.0;672.0;1298.17;1212.0;177243000;5100;3090;4834;1009;17;3407;3784;505;84;421;40.89;57.08;64.89;0.46;240.83;8.67;11.29;47.49;56.79;43.21
2018;2910206;Dom Macedo Costa;BA;78.0;76.0;81.0;175.0;390.0;414.0;3.0;1.0;15;0;1;13;1;14;4;11;4050.0;251.0;1294.76;1212.0;32123000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2019;2910206;Dom Macedo Costa;BA;88.0;69.0;80.0;167.0;420.0;421.0;2.0;1.0;15;0;1;13;1;14;4;11;4058.0;251.0;1294.76;1212.0;35061000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2020;2910206;Dom Macedo Costa;BA;76.0;68.0;75.0;156.0;388.0;393.0;2.0;1.0;15;0;1;13;1;14;4;11;4065.0;251.0;1294.76;1212.0;40694000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2021;2910206;Dom Macedo Costa;BA;49.0;34.0;86.0;155.0;359.0;386.0;4.0;1.0;6;0;1;5;0;6;3;3;4072.0;251.0;1294.76;1212.0;43268000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2022;2910206;Dom Macedo Costa;BA;53.0;27.0;83.0;128.0;323.0;323.0;4.0;0.0;6;0;1;5;0;6;3;3;4407.0;251.0;1294.76;1212.0;48993000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2023;2910206;Dom Macedo Costa;BA;46.0;41.0;75.0;134.0;336.0;324.0;2.0;0.0;6;0;1;5;0;6;3;3;4407.0;251.0;1294.76;1212.0;60840000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2024;2910206;Dom Macedo Costa;BA;87.0;78.0;79.0;135.0;367.0;439.0;2.0;1.0;6;0;1;5;0;6;3;3;4588.0;251.0;1294.76;1212.0;60840000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2025;2910206;Dom Macedo Costa;BA;88.0;84.0;80.0;130.0;346.0;470.0;0.0;0.0;7;0;1;6;0;7;4;3;4608.0;251.0;1294.76;1212.0;60840000;1760;928;1913;649;6;1384;1641;334;34;300;36.54;53.12;61.31;0.55;329.93;9.3;28.05;50.1;52.34;47.66
2018;2910305;Elísio Medrado;BA;177.0;130.0;175.0;276.0;289.0;954.0;4.0;1.0;39;0;1;36;2;37;8;31;8119.0;402.0;1311.95;1212.0;57677000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2019;2910305;Elísio Medrado;BA;206.0;170.0;194.0;263.0;323.0;942.0;4.0;1.0;39;0;1;36;2;37;8;31;8122.0;402.0;1311.95;1212.0;63184000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2020;2910305;Elísio Medrado;BA;199.0;159.0;181.0;257.0;327.0;919.0;4.0;1.0;39;0;1;36;2;37;8;31;8126.0;402.0;1311.95;1212.0;70343000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2021;2910305;Elísio Medrado;BA;244.0;244.0;233.0;258.0;318.0;1292.0;4.0;2.0;39;0;1;36;2;37;8;31;8129.0;402.0;1311.95;1212.0;76577000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2022;2910305;Elísio Medrado;BA;246.0;236.0;231.0;274.0;288.0;1287.0;3.0;2.0;39;0;1;36;2;37;8;31;7808.0;402.0;1311.95;1212.0;88469000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2023;2910305;Elísio Medrado;BA;228.0;216.0;222.0;275.0;264.0;1286.0;6.0;1.0;39;0;1;36;2;37;8;31;7808.0;402.0;1311.95;1212.0;104130000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2024;2910305;Elísio Medrado;BA;220.0;209.0;217.0;288.0;266.0;1197.0;7.0;0.0;39;0;1;36;2;37;8;31;8066.0;402.0;1311.95;1212.0;104130000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2025;2910305;Elísio Medrado;BA;230.0;210.0;218.0;334.0;494.0;1281.0;6.0;0.0;23;0;1;20;2;21;8;15;8069.0;402.0;1311.95;1212.0;104130000;3230;1445;3309;925;27;2485;2987;503;65;438;35.13;54.51;57.89;0.5;315.04;10.7;33.09;53.33;45.21;54.79
2018;2910404;Encruzilhada;BA;321.0;217.0;316.0;168.0;52.0;3112.0;5.0;4.0;53;0;2;47;4;49;9;44;17593.0;1273.0;1143.27;1200.0;182228000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2019;2910404;Encruzilhada;BA;320.0;299.0;311.0;173.0;56.0;2810.0;3.0;1.0;52;0;2;47;3;49;9;43;17006.0;1273.0;1143.27;1200.0;192923000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2020;2910404;Encruzilhada;BA;293.0;243.0;275.0;169.0;52.0;2549.0;0.0;6.0;51;0;2;46;3;48;8;43;16446.0;1273.0;1143.27;1200.0;220344000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2021;2910404;Encruzilhada;BA;264.0;250.0;241.0;168.0;52.0;2481.0;0.0;8.0;51;0;2;46;3;48;8;43;15914.0;1273.0;1143.27;1200.0;255982000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2022;2910404;Encruzilhada;BA;291.0;256.0;294.0;165.0;54.0;2166.0;1.0;6.0;42;0;2;37;3;39;8;34;19107.0;1273.0;1143.27;1200.0;248726000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2023;2910404;Encruzilhada;BA;334.0;242.0;328.0;168.0;48.0;1912.0;3.0;2.0;42;0;2;37;3;39;8;34;19107.0;1273.0;1143.27;1200.0;254828000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2024;2910404;Encruzilhada;BA;330.0;266.0;311.0;171.0;48.0;1815.0;1.0;2.0;40;0;2;35;3;37;9;31;19535.0;1273.0;1143.27;1200.0;254828000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2025;2910404;Encruzilhada;BA;305.0;229.0;285.0;222.0;115.0;1842.0;1.0;0.0;36;0;2;31;3;33;8;28;19450.0;1273.0;1143.27;1200.0;254828000;7893;3584;7341;1791;95;5564;6773;1066;147;919;45.03;57.78;73.95;0.49;220.0;6.72;12.14;58.5;48.82;51.18
2018;2910503;Entre Rios;BA;522.0;49.0;501.0;536.0;910.0;4789.0;57.0;20.0;98;0;4;74;20;78;34;64;41654.0;2540.0;1496.2;1212.0;558198000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2019;2910503;Entre Rios;BA;801.0;73.0;544.0;450.0;783.0;4242.0;63.0;24.0;96;0;4;74;18;78;32;64;41780.0;2540.0;1496.2;1212.0;597991000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2020;2910503;Entre Rios;BA;668.0;0.0;596.0;301.0;781.0;3075.0;34.0;16.0;100;0;4;75;21;79;36;64;41901.0;2540.0;1496.2;1212.0;580715000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2021;2910503;Entre Rios;BA;600.0;73.0;544.0;347.0;827.0;3676.0;48.0;15.0;48;0;4;27;17;31;31;17;42014.0;2540.0;1496.2;1212.0;680875000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2022;2910503;Entre Rios;BA;532.0;196.0;509.0;305.0;661.0;3296.0;39.0;11.0;52;0;3;28;21;31;34;18;38098.0;2540.0;1496.2;1212.0;843516000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2023;2910503;Entre Rios;BA;690.0;261.0;644.0;369.0;744.0;3814.0;37.0;9.0;42;0;3;25;14;28;27;15;38098.0;2540.0;1496.2;1212.0;790786000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2024;2910503;Entre Rios;BA;623.0;84.0;582.0;507.0;1504.0;5254.0;47.0;18.0;38;0;3;25;10;28;24;14;39902.0;2540.0;1496.2;1212.0;790786000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2025;2910503;Entre Rios;BA;662.0;110.0;596.0;590.0;1497.0;5344.0;48.0;3.0;45;0;2;25;18;27;29;16;39890.0;2540.0;1496.2;1212.0;790786000;14472;8081;16163;5676;84;11362;13692;2792;316;2476;39.75;53.84;65.25;0.6;338.53;7.66;23.59;54.32;65.47;34.53
2018;2910602;Esplanada;BA;353.0;216.0;372.0;744.0;836.0;5378.0;29.0;5.0;71;0;1;61;9;62;27;44;36882.0;2362.0;1411.49;1212.0;624455000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2019;2910602;Esplanada;BA;333.0;246.0;339.0;711.0;771.0;5213.0;20.0;3.0;71;0;1;61;9;62;27;44;37237.0;2362.0;1411.49;1212.0;639335000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2020;2910602;Esplanada;BA;325.0;284.0;354.0;688.0;781.0;5375.0;22.0;2.0;72;0;1;62;9;63;28;44;37578.0;2362.0;1411.49;1212.0;587495000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2021;2910602;Esplanada;BA;443.0;438.0;329.0;641.0;788.0;5444.0;26.0;1.0;63;0;1;53;9;54;25;38;37902.0;2362.0;1411.49;1212.0;731443000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2022;2910602;Esplanada;BA;485.0;384.0;431.0;620.0;600.0;5538.0;28.0;5.0;64;0;1;53;10;54;26;38;32554.0;2362.0;1411.49;1212.0;864600000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2023;2910602;Esplanada;BA;438.0;314.0;429.0;593.0;563.0;5484.0;22.0;5.0;65;0;1;54;10;55;27;38;32554.0;2362.0;1411.49;1212.0;810980000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2024;2910602;Esplanada;BA;690.0;544.0;509.0;738.0;884.0;6695.0;39.0;11.0;66;0;1;54;11;55;28;38;34146.0;2362.0;1411.49;1212.0;810980000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2025;2910602;Esplanada;BA;580.0;448.0;528.0;735.0;823.0;6239.0;39.0;3.0;37;0;1;28;8;29;22;15;34163.0;2362.0;1411.49;1212.0;810980000;12404;7056;13405;4807;250;9161;10830;2295;273;2022;39.21;53.21;68.05;0.57;312.58;7.58;12.06;60.72;65.62;34.38
2018;2910701;Euclides da Cunha;BA;1127.0;807.0;1233.0;989.0;181.0;9416.0;36.0;355.0;105;1;7;85;12;93;42;63;59842.0;3893.0;1420.26;1200.0;552812000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2019;2910701;Euclides da Cunha;BA;1174.0;810.0;1248.0;911.0;181.0;9324.0;33.0;389.0;103;1;4;85;13;90;43;60;60585.0;3893.0;1420.26;1200.0;645793000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2020;2910701;Euclides da Cunha;BA;1257.0;766.0;1216.0;890.0;191.0;9125.0;31.0;341.0;101;1;4;84;12;89;43;58;60858.0;3893.0;1420.26;1200.0;790459000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2021;2910701;Euclides da Cunha;BA;1199.0;844.0;1145.0;860.0;215.0;8719.0;30.0;353.0;100;1;4;85;10;90;41;59;61112.0;3893.0;1420.26;1200.0;794576000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2022;2910701;Euclides da Cunha;BA;1241.0;847.0;1193.0;923.0;225.0;8873.0;57.0;341.0;104;1;4;86;13;91;44;60;61456.0;3893.0;1420.26;1200.0;858571000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2023;2910701;Euclides da Cunha;BA;1259.0;901.0;1240.0;1018.0;262.0;9494.0;80.0;360.0;104;1;4;86;13;91;44;60;61456.0;3893.0;1420.26;1200.0;959548000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2024;2910701;Euclides da Cunha;BA;1293.0;1042.0;1202.0;1186.0;346.0;10414.0;96.0;377.0;101;1;4;86;10;91;41;60;64547.0;3893.0;1420.26;1200.0;959548000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2025;2910701;Euclides da Cunha;BA;1290.0;1182.0;1204.0;1188.0;313.0;9941.0;103.0;368.0;60;1;4;49;6;54;28;32;64768.0;3893.0;1420.26;1200.0;959548000;24748;12349;25218;7145;222;17466;21753;4108;570;3538;43.14;62.09;67.74;0.55;269.58;7.69;19.8;57.25;54.02;45.98
2018;2910727;Eunápolis;BA;1033.0;576.0;1100.0;4023.0;1930.0;12959.0;126.0;146.0;91;1;6;54;30;61;72;19;112318.0;8115.0;2117.32;1212.0;2890442000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2019;2910727;Eunápolis;BA;1096.0;532.0;1014.0;3419.0;1754.0;12466.0;101.0;189.0;85;1;6;49;29;56;71;14;113380.0;8115.0;2117.32;1212.0;3092539000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2020;2910727;Eunápolis;BA;1135.0;605.0;989.0;3439.0;1665.0;12573.0;102.0;172.0;85;1;6;49;29;56;71;14;114396.0;8115.0;2117.32;1212.0;3003207000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2021;2910727;Eunápolis;BA;736.0;636.0;672.0;3400.0;1621.0;12646.0;103.0;200.0;74;1;5;45;23;51;64;10;115360.0;8115.0;2117.32;1212.0;3204764000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2022;2910727;Eunápolis;BA;1219.0;641.0;1068.0;3504.0;1533.0;12258.0;136.0;174.0;74;1;5;45;23;51;64;10;113710.0;8115.0;2117.32;1212.0;3948116000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2023;2910727;Eunápolis;BA;1456.0;768.0;1266.0;3549.0;1561.0;12061.0;149.0;194.0;73;1;5;45;22;51;63;10;113710.0;8115.0;2117.32;1212.0;4264493000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2024;2910727;Eunápolis;BA;1478.0;780.0;1286.0;4783.0;2164.0;17478.0;229.0;296.0;73;1;5;45;22;51;63;10;120515.0;8115.0;2117.32;1212.0;4264493000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2025;2910727;Eunápolis;BA;1464.0;755.0;1262.0;4822.0;2285.0;17321.0;201.0;214.0;66;1;6;36;23;43;59;7;121067.0;8115.0;2117.32;1212.0;4264493000;43205;29707;47088;22644;382;32548;41421;7393;961;6432;17.93;28.08;44.08;0.57;575.44;8.73;16.11;49.83;80.39;19.61
2018;2910750;Fátima;BA;270.0;0.0;274.0;393.0;59.0;1923.0;3.0;4.0;14;0;2;11;1;13;7;7;17601.0;1045.0;1256.64;1200.0;170371000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2019;2910750;Fátima;BA;279.0;0.0;245.0;400.0;53.0;1760.0;3.0;5.0;14;0;2;11;1;13;7;7;17890.0;1045.0;1256.64;1200.0;213035000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2020;2910750;Fátima;BA;288.0;0.0;256.0;385.0;47.0;1755.0;2.0;4.0;14;0;2;11;1;13;7;7;17845.0;1045.0;1256.64;1200.0;292933000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2021;2910750;Fátima;BA;368.0;0.0;333.0;451.0;50.0;1738.0;3.0;3.0;14;0;2;11;1;13;7;7;17801.0;1045.0;1256.64;1200.0;279797000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2022;2910750;Fátima;BA;360.0;1.0;324.0;413.0;47.0;1820.0;5.0;3.0;14;0;2;11;1;13;7;7;17895.0;1045.0;1256.64;1200.0;276560000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2023;2910750;Fátima;BA;381.0;1.0;353.0;502.0;66.0;2364.0;5.0;4.0;14;0;2;11;1;13;7;7;17896.0;1045.0;1256.64;1200.0;298891000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2024;2910750;Fátima;BA;397.0;15.0;369.0;545.0;77.0;2730.0;2.0;5.0;14;0;2;11;1;13;7;7;18469.0;1045.0;1256.64;1200.0;298891000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2025;2910750;Fátima;BA;365.0;44.0;331.0;620.0;70.0;2948.0;3.0;0.0;12;0;1;11;0;12;5;7;18480.0;1045.0;1256.64;1200.0;298891000;7501;3621;7491;2070;37;5288;6802;1045;130;915;46.32;65.0;68.49;0.53;250.6;8.46;17.55;53.06;48.02;51.98
2018;2910776;Feira da Mata;BA;152.0;18.0;153.0;61.0;10.0;154.0;3.0;1.0;31;0;1;30;0;31;6;25;5668.0;370.0;1206.34;1200.0;45473000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2019;2910776;Feira da Mata;BA;142.0;0.0;132.0;53.0;9.0;133.0;0.0;0.0;31;0;1;30;0;31;6;25;5665.0;370.0;1206.34;1200.0;53906000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2020;2910776;Feira da Mata;BA;129.0;0.0;121.0;46.0;8.0;124.0;0.0;0.0;31;0;1;30;0;31;6;25;5661.0;370.0;1206.34;1200.0;56139000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2021;2910776;Feira da Mata;BA;90.0;0.0;79.0;36.0;9.0;120.0;2.0;1.0;8;0;1;7;0;8;5;3;5656.0;370.0;1206.34;1200.0;63006000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2022;2910776;Feira da Mata;BA;113.0;0.0;111.0;40.0;7.0;100.0;1.0;1.0;9;0;1;8;0;9;5;4;5631.0;370.0;1206.34;1200.0;71638000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2023;2910776;Feira da Mata;BA;114.0;0.0;101.0;56.0;13.0;177.0;1.0;0.0;8;0;1;7;0;8;5;3;5631.0;370.0;1206.34;1200.0;83140000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2024;2910776;Feira da Mata;BA;142.0;5.0;131.0;76.0;14.0;215.0;1.0;0.0;9;0;1;8;0;9;5;4;5825.0;370.0;1206.34;1200.0;83140000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2025;2910776;Feira da Mata;BA;136.0;136.0;119.0;103.0;24.0;274.0;3.0;0.0;9;0;2;7;0;9;5;4;5831.0;370.0;1206.34;1200.0;83140000;2334;1487;2250;1042;13;1680;1976;233;38;195;50.82;65.7;73.81;0.54;212.22;9.15;4.11;52.24;51.66;48.34
2018;2910800;Feira de Santana;BA;5569.0;1601.0;5335.0;8068.0;12869.0;49443.0;486.0;220.0;503;1;83;261;158;345;375;128;609913.0;38381.0;2201.01;1212.0;14685264000;228566;147914;271255;119214;2134;177108;221711;46891;4788;42103;15.8;26.43;39.42;0.6;662.24;9.11;22.19;42.96;76.81;23.19
2019;2910800;Feira de Santana;BA;5463.0;1389.0;4868.0;7575.0;12393.0;45751.0;438.0;180.0;475;1;70;266;138;337;348;127;614872.0;38381.0;2201.01;1212.0;14916456000;228566;147914;271255;119214;2134;177108;221711;46891;4788;42103;15.8;26.43;39.42;0.6;662.24;9.11;22.19;42.96;76.81;23.19
2020;2910800;Feira de Santana;BA;5138.0;1219.0;4609.0;8519.0;12840.0;47766.0;418.0;166.0;498;1;68;265;164;334;372;126;619609.0;38381.0;2201.01;1212.0;15157724000;228566;147914;271255;119214;2134;177108;221711;46891;4788;42103;15.8;26.43;39.42;0.6;662.24;9.11;22.19;42.96;76.81;23.19
2021;2910800;Feira de Santana;BA;3288.0;0.0;2803.0;8220.0;12587.0;46030.0;404.0;169.0;463;1;63;229;170;293;355;108;624107.0;38381.0;2201.01;1212.0;17287746000;228566;147914;271255;119214;2134;177108;221711;46891;4788;42103;15.8;26.43;39.42;0.6;662.24;9.11;22.19;42.96;76.81;23.19
